board,r,c,path,pred,prob,top2,prob2,margin,low_conf,low_by_prob,low_by_margin
real_train_27,1,1,demo_export\real_train_27\cells\r1c1.png,1,1.0,4,2.768305968985611e-20,1.0,0,0,0
real_train_27,1,2,demo_export\real_train_27\cells\r1c2.png,0,1.0,2,7.795600831822913e-20,1.0,0,0,0
real_train_27,1,3,demo_export\real_train_27\cells\r1c3.png,0,1.0,2,6.5725507066536715e-19,1.0,0,0,0
real_train_27,1,4,demo_export\real_train_27\cells\r1c4.png,9,1.0,3,2.665176034620051e-23,1.0,0,0,0
real_train_27,1,5,demo_export\real_train_27\cells\r1c5.png,0,1.0,2,7.974800120932311e-22,1.0,0,0,0
real_train_27,1,6,demo_export\real_train_27\cells\r1c6.png,0,1.0,7,6.465820212601414e-18,1.0,0,0,0
real_train_27,1,7,demo_export\real_train_27\cells\r1c7.png,3,1.0,5,3.109553879597221e-38,1.0,0,0,0
real_train_27,1,8,demo_export\real_train_27\cells\r1c8.png,0,1.0,1,3.7113097738864084e-25,1.0,0,0,0
real_train_27,1,9,demo_export\real_train_27\cells\r1c9.png,0,1.0,7,6.160172631005099e-28,1.0,0,0,0
real_train_27,2,1,demo_export\real_train_27\cells\r2c1.png,0,1.0,9,2.279289444029392e-38,1.0,0,0,0
real_train_27,2,2,demo_export\real_train_27\cells\r2c2.png,0,1.0,5,1.5056664248724871e-10,0.9999999998494333,0,0,0
real_train_27,2,3,demo_export\real_train_27\cells\r2c3.png,0,1.0,2,1.190667100202102e-17,1.0,0,0,0
real_train_27,2,4,demo_export\real_train_27\cells\r2c4.png,3,1.0,9,5.06435221899228e-31,1.0,0,0,0
real_train_27,2,5,demo_export\real_train_27\cells\r2c5.png,0,1.0,2,1.7057943362127573e-15,0.9999999999999983,0,0,0
real_train_27,2,6,demo_export\real_train_27\cells\r2c6.png,0,1.0,7,7.761706702326769e-22,1.0,0,0,0
real_train_27,2,7,demo_export\real_train_27\cells\r2c7.png,9,1.0,3,3.419257655129488e-30,1.0,0,0,0
real_train_27,2,8,demo_export\real_train_27\cells\r2c8.png,1,1.0,7,2.303295543836105e-34,1.0,0,0,0
real_train_27,2,9,demo_export\real_train_27\cells\r2c9.png,0,1.0,7,2.4538794870731797e-31,1.0,0,0,0
real_train_27,3,1,demo_export\real_train_27\cells\r3c1.png,0,1.0,9,3.0264801018598715e-35,1.0,0,0,0
real_train_27,3,2,demo_export\real_train_27\cells\r3c2.png,0,1.0,2,1.1146058907316055e-16,0.9999999999999999,0,0,0
real_train_27,3,3,demo_export\real_train_27\cells\r3c3.png,0,1.0,2,9.798948957659147e-17,0.9999999999999999,0,0,0
real_train_27,3,4,demo_export\real_train_27\cells\r3c4.png,0,1.0,2,6.202170287766817e-12,0.9999999999937979,0,0,0
real_train_27,3,5,demo_export\real_train_27\cells\r3c5.png,0,1.0,5,2.2048501913118912e-10,0.999999999779515,0,0,0
real_train_27,3,6,demo_export\real_train_27\cells\r3c6.png,0,1.0,5,4.262872173310672e-12,0.9999999999957371,0,0,0
real_train_27,3,7,demo_export\real_train_27\cells\r3c7.png,2,1.0,7,6.614549141152434e-41,1.0,0,0,0
real_train_27,3,8,demo_export\real_train_27\cells\r3c8.png,0,1.0,1,1.057924005051984e-23,1.0,0,0,0
real_train_27,3,9,demo_export\real_train_27\cells\r3c9.png,7,1.0,2,1.7451975969180266e-26,1.0,0,0,0
real_train_27,4,1,demo_export\real_train_27\cells\r4c1.png,4,1.0,9,1.0400586777448498e-13,0.999999999999896,0,0,0
real_train_27,4,2,demo_export\real_train_27\cells\r4c2.png,0,1.0,2,2.41491422602806e-16,0.9999999999999998,0,0,0
real_train_27,4,3,demo_export\real_train_27\cells\r4c3.png,0,1.0,5,1.0694893581852938e-10,0.9999999998930511,0,0,0
real_train_27,4,4,demo_export\real_train_27\cells\r4c4.png,2,1.0,7,2.1682650870576152e-27,1.0,0,0,0
real_train_27,4,5,demo_export\real_train_27\cells\r4c5.png,0,1.0,2,8.873748501309769e-16,0.9999999999999991,0,0,0
real_train_27,4,6,demo_export\real_train_27\cells\r4c6.png,0,1.0,2,5.997064734965371e-17,0.9999999999999999,0,0,0
real_train_27,4,7,demo_export\real_train_27\cells\r4c7.png,0,1.0,2,1.565747585838967e-13,0.9999999999998435,0,0,0
real_train_27,4,8,demo_export\real_train_27\cells\r4c8.png,0,1.0,7,1.6742244271551583e-23,1.0,0,0,0
real_train_27,4,9,demo_export\real_train_27\cells\r4c9.png,0,1.0,7,1.5879220169099845e-28,1.0,0,0,0
real_train_27,5,1,demo_export\real_train_27\cells\r5c1.png,0,1.0,9,8.658892737799979e-18,1.0,0,0,0
real_train_27,5,2,demo_export\real_train_27\cells\r5c2.png,7,1.0,2,1.2938332316358382e-17,1.0,0,0,0
real_train_27,5,3,demo_export\real_train_27\cells\r5c3.png,3,1.0,5,4.909930454716315e-21,1.0,0,0,0
real_train_27,5,4,demo_export\real_train_27\cells\r5c4.png,5,1.0,6,1.306500261946169e-17,1.0,0,0,0
real_train_27,5,5,demo_export\real_train_27\cells\r5c5.png,0,1.0,2,7.001634163705946e-16,0.9999999999999993,0,0,0
real_train_27,5,6,demo_export\real_train_27\cells\r5c6.png,4,1.0,1,4.803476793135037e-22,1.0,0,0,0
real_train_27,5,7,demo_export\real_train_27\cells\r5c7.png,8,1.0,3,6.311111623401441e-15,0.9999999999999937,0,0,0
