board,r,c,path,pred,prob,top2,prob2,margin,low_conf,low_by_prob,low_by_margin
real_train_7,1,1,demo_export\real_train_7\cells\r1c1.png,6,1.0,5,2.099240465233e-18,1.0,0,0,0
real_train_7,1,2,demo_export\real_train_7\cells\r1c2.png,8,1.0,3,1.4471831454799317e-27,1.0,0,0,0
real_train_7,1,3,demo_export\real_train_7\cells\r1c3.png,3,1.0,7,2.1425750908893992e-23,1.0,0,0,0
real_train_7,1,4,demo_export\real_train_7\cells\r1c4.png,0,1.0,1,2.5893519077015652e-24,1.0,0,0,0
real_train_7,1,5,demo_export\real_train_7\cells\r1c5.png,0,1.0,1,7.3924865403075715e-25,1.0,0,0,0
real_train_7,1,6,demo_export\real_train_7\cells\r1c6.png,1,1.0,7,4.826240066950389e-40,1.0,0,0,0
real_train_7,1,7,demo_export\real_train_7\cells\r1c7.png,4,1.0,9,1.4375663889402214e-18,1.0,0,0,0
real_train_7,1,8,demo_export\real_train_7\cells\r1c8.png,0,1.0,1,3.691105566989501e-25,1.0,0,0,0
real_train_7,1,9,demo_export\real_train_7\cells\r1c9.png,0,1.0,1,6.797582372815184e-26,1.0,0,0,0
real_train_7,2,1,demo_export\real_train_7\cells\r2c1.png,0,1.0,1,7.405780325674743e-25,1.0,0,0,0
real_train_7,2,2,demo_export\real_train_7\cells\r2c2.png,2,1.0,7,1.9324182943823532e-36,1.0,0,0,0
real_train_7,2,3,demo_export\real_train_7\cells\r2c3.png,0,1.0,1,1.303528649536786e-24,1.0,0,0,0
real_train_7,2,4,demo_export\real_train_7\cells\r2c4.png,9,1.0,8,4.4251240898668344e-35,1.0,0,0,0
real_train_7,2,5,demo_export\real_train_7\cells\r2c5.png,3,1.0,8,5.605193857299268e-45,1.0,0,0,0
real_train_7,2,6,demo_export\real_train_7\cells\r2c6.png,0,1.0,1,2.0891523654256102e-24,1.0,0,0,0
real_train_7,2,7,demo_export\real_train_7\cells\r2c7.png,0,1.0,1,4.6801330736812305e-24,1.0,0,0,0
real_train_7,2,8,demo_export\real_train_7\cells\r2c8.png,0,1.0,1,1.2947420209515949e-24,1.0,0,0,0
real_train_7,2,9,demo_export\real_train_7\cells\r2c9.png,6,1.0,5,3.304608723337896e-34,1.0,0,0,0
real_train_7,3,1,demo_export\real_train_7\cells\r3c1.png,0,1.0,1,8.1508969215489865e-25,1.0,0,0,0
real_train_7,3,2,demo_export\real_train_7\cells\r3c2.png,0,1.0,1,9.854016554523008e-24,1.0,0,0,0
real_train_7,3,3,demo_export\real_train_7\cells\r3c3.png,4,1.0,9,2.6904930515036488e-43,1.0,0,0,0
