board,r,c,path,pred,prob,top2,prob2,margin,low_conf,low_by_prob,low_by_margin
real_train_11,1,1,demo_export\real_train_11\cells\r1c1.png,0,1.0,5,1.212943874808988e-15,0.9999999999999988,0,0,0
real_train_11,1,2,demo_export\real_train_11\cells\r1c2.png,9,1.0,4,3.866345611724942e-12,0.9999999999961336,0,0,0
real_train_11,1,3,demo_export\real_train_11\cells\r1c3.png,0,1.0,5,3.623777678432328e-16,0.9999999999999997,0,0,0
real_train_11,1,4,demo_export\real_train_11\cells\r1c4.png,1,1.0,4,8.78988658072965e-25,1.0,0,0,0
real_train_11,1,5,demo_export\real_train_11\cells\r1c5.png,0,1.0,7,5.508817153430508e-27,1.0,0,0,0
real_train_11,1,6,demo_export\real_train_11\cells\r1c6.png,0,1.0,7,1.7518368228596897e-23,1.0,0,0,0
real_train_11,1,7,demo_export\real_train_11\cells\r1c7.png,0,1.0,7,3.6955574542043092e-25,1.0,0,0,0
real_train_11,1,8,demo_export\real_train_11\cells\r1c8.png,0,1.0,7,1.0834670056186783e-22,1.0,0,0,0
real_train_11,1,9,demo_export\real_train_11\cells\r1c9.png,6,1.0,4,2.7694451194737187e-21,1.0,0,0,0
real_train_11,2,1,demo_export\real_train_11\cells\r2c1.png,0,1.0,5,1.1169124165041205e-13,0.9999999999998883,0,0,0
real_train_11,2,2,demo_export\real_train_11\cells\r2c2.png,8,1.0,9,1.1762484487702412e-16,0.9999999999999999,0,0,0
real_train_11,2,3,demo_export\real_train_11\cells\r2c3.png,3,1.0,8,5.961789154392657e-21,1.0,0,0,0
real_train_11,2,4,demo_export\real_train_11\cells\r2c4.png,0,1.0,5,1.4944457075918155e-13,0.9999999999998506,0,0,0
real_train_11,2,5,demo_export\real_train_11\cells\r2c5.png,6,1.0,4,7.514206200261363e-24,1.0,0,0,0
real_train_11,2,6,demo_export\real_train_11\cells\r2c6.png,0,1.0,7,5.439707754454184e-23,1.0,0,0,0
real_train_11,2,7,demo_export\real_train_11\cells\r2c7.png,5,1.0,3,8.91404052684987e-19,1.0,0,0,0
real_train_11,2,8,demo_export\real_train_11\cells\r2c8.png,0,1.0,7,4.087930222308114e-23,1.0,0,0,0
real_train_11,2,9,demo_export\real_train_11\cells\r2c9.png,0,1.0,7,6.6415518838426e-21,1.0,0,0,0
real_train_11,3,1,demo_export\real_train_11\cells\r3c1.png,5,1.0,3,3.12779560281487e-13,0.9999999999996873,0,0,0
real_train_11,3,2,demo_export\real_train_11\cells\r3c2.png,0,1.0,5,1.0661972166421934e-15,0.9999999999999989,0,0,0
real_train_11,3,3,demo_export\real_train_11\cells\r3c3.png,0,1.0,5,3.685905882811272e-14,0.9999999999999631,0,0,0
real_train_11,3,4,demo_export\real_train_11\cells\r3c4.png,2,1.0,7,1.7508009554090818e-16,0.9999999999999998,0,0,0
