board,r,c,path,pred,prob,top2,prob2,margin,low_conf,low_by_prob,low_by_margin
predict_19,1,1,demo_export\predict_19\cells\r1c1.png,0,1.0,2,3.4906055702782306e-17,1.0,0,0,0
predict_19,1,2,demo_export\predict_19\cells\r1c2.png,0,1.0,2,1.0078205529503743e-14,0.9999999999999899,0,0,0
predict_19,1,3,demo_export\predict_19\cells\r1c3.png,8,1.0,9,1.7512636577444313e-14,0.9999999999999825,0,0,0
predict_19,1,4,demo_export\predict_19\cells\r1c4.png,0,1.0,2,2.0994316990508646e-19,1.0,0,0,0
predict_19,1,5,demo_export\predict_19\cells\r1c5.png,0,1.0,7,1.864581584526878e-20,1.0,0,0,0
predict_19,1,6,demo_export\predict_19\cells\r1c6.png,0,1.0,2,2.442585766710898e-18,1.0,0,0,0
predict_19,1,7,demo_export\predict_19\cells\r1c7.png,9,1.0,8,8.824396656033589e-16,0.9999999999999991,0,0,0
predict_19,1,8,demo_export\predict_19\cells\r1c8.png,0,1.0,7,2.1033975131001735e-21,1.0,0,0,0
predict_19,1,9,demo_export\predict_19\cells\r1c9.png,0,1.0,7,3.300076323320411e-10,0.9999999996699924,0,0,0
predict_19,2,1,demo_export\predict_19\cells\r2c1.png,0,1.0,5,1.1753257228412379e-14,0.9999999999999882,0,0,0
predict_19,2,2,demo_export\predict_19\cells\r2c2.png,0,1.0,2,1.0648519165637168e-15,0.9999999999999989,0,0,0
predict_19,2,3,demo_export\predict_19\cells\r2c3.png,0,1.0,2,3.4254311495473405e-16,0.9999999999999997,0,0,0
predict_19,2,4,demo_export\predict_19\cells\r2c4.png,7,1.0,2,1.751954061726593e-19,1.0,0,0,0
predict_19,2,5,demo_export\predict_19\cells\r2c5.png,0,1.0,2,1.0697456494164785e-15,0.9999999999999989,0,0,0
predict_19,2,6,demo_export\predict_19\cells\r2c6.png,3,1.0,8,9.885977254098037e-25,1.0,0,0,0
predict_19,2,7,demo_export\predict_19\cells\r2c7.png,0,1.0,2,9.117120191471692e-18,1.0,0,0,0
predict_19,2,8,demo_export\predict_19\cells\r2c8.png,0,1.0,7,2.378978059147408e-18,1.0,0,0,0
predict_19,2,9,demo_export\predict_19\cells\r2c9.png,0,1.0,7,1.66795516299154e-19,1.0,0,0,0
predict_19,3,1,demo_export\predict_19\cells\r3c1.png,9,1.0,8,6.92391783200418e-16,0.9999999999999993,0,0,0
predict_19,3,2,demo_export\predict_19\cells\r3c2.png,3,1.0,8,1.7878971757611674e-21,1.0,0,0,0
predict_19,3,3,demo_export\predict_19\cells\r3c3.png,0,1.0,2,2.6470891332440157e-16,0.9999999999999998,0,0,0
predict_19,3,4,demo_export\predict_19\cells\r3c4.png,5,1.0,9,1.9987504706886483e-11,0.9999999999800125,0,0,0
predict_19,3,5,demo_export\predict_19\cells\r3c5.png,0,1.0,2,2.0611855910185794e-16,0.9999999999999998,0,0,0
predict_19,3,6,demo_export\predict_19\cells\r3c6.png,8,1.0,9,5.956079034109222e-15,0.999999999999994,0,0,0
predict_19,3,7,demo_export\predict_19\cells\r3c7.png,0,1.0,2,1.869933757160235e-17,1.0,0,0,0
predict_19,3,8,demo_export\predict_19\cells\r3c8.png,1,1.0,7,5.054154192808723e-19,1.0,0,0,0
predict_19,3,9,demo_export\predict_19\cells\r3c9.png,2,1.0,7,1.5647664495270813e-19,1.0,0,0,0
predict_19,4,1,demo_export\predict_19\cells\r4c1.png,8,1.0,9,3.7032643661685793e-13,0.9999999999996296,0,0,0
predict_19,4,2,demo_export\predict_19\cells\r4c2.png,0,1.0,2,3.3814808863153606e-14,0.9999999999999661,0,0,0
predict_19,4,3,demo_export\predict_19\cells\r4c3.png,2,1.0,7,1.856974153067244e-18,1.0,0,0,0
predict_19,4,4,demo_export\predict_19\cells\r4c4.png,0,1.0,5,5.663087457741939e-14,0.9999999999999434,0,0,0
predict_19,4,5,demo_export\predict_19\cells\r4c5.png,6,0.9999998807907104,8,9.131052536304196e-08,0.9999997894801851,0,0,0
predict_19,4,6,demo_export\predict_19\cells\r4c6.png,0,1.0,2,3.8664800934519114e-15,0.9999999999999961,0,0,0
predict_19,4,7,demo_export\predict_19\cells\r4c7.png,1,1.0,7,1.958842272683762e-19,1.0,0,0,0
predict_19,4,8,demo_export\predict_19\cells\r4c8.png,0,1.0,2,2.022522825080716e-15,0.999999999999998,0,0,0
predict_19,4,9,demo_export\predict_19\cells\r4c9.png,7,1.0,2,3.8795709788758573e-22,1.0,0,0,0
predict_19,5,1,demo_export\predict_19\cells\r5c1.png,0,1.0,2,8.694810408922134e-17,0.9999999999999999,0,0,0
predict_19,5,2,demo_export\predict_19\cells\r5c2.png,9,1.0,8,8.778006397930013e-14,0.9999999999999122,0,0,0
predict_19,5,3,demo_export\predict_19\cells\r5c3.png,0,1.0,5,5.647864073394116e-15,0.9999999999999943,0,0,0
predict_19,5,4,demo_export\predict_19\cells\r5c4.png,1,1.0,7,1.3243229849374509e-18,1.0,0,0,0
predict_19,5,5,demo_export\predict_19\cells\r5c5.png,5,1.0,6,1.0042968958897964e-15,0.999999999999999,0,0,0
predict_19,5,6,demo_export\predict_19\cells\r5c6.png,7,1.0,2,1.9344329482891465e-20,1.0,0,0,0
predict_19,5,7,demo_export\predict_19\cells\r5c7.png,0,1.0,2,7.199104013490526e-16,0.9999999999999993,0,0,0
