board,r,c,path,pred,prob,top2,prob2,margin,low_conf,low_by_prob,low_by_margin
real_train_2,1,1,demo_export\real_train_2\cells\r1c1.png,9,1.0,8,7.975889342055475e-16,0.9999999999999992,0,0,0
real_train_2,1,2,demo_export\real_train_2\cells\r1c2.png,0,1.0,1,7.956707469853322e-25,1.0,0,0,0
real_train_2,1,3,demo_export\real_train_2\cells\r1c3.png,0,1.0,1,6.6729522105515795e-25,1.0,0,0,0
real_train_2,1,4,demo_export\real_train_2\cells\r1c4.png,6,1.0,5,1.779580858555737e-15,0.9999999999999982,0,0,0
real_train_2,1,5,demo_export\real_train_2\cells\r1c5.png,4,1.0,6,1.3652121290006966e-15,0.9999999999999987,0,0,0
real_train_2,1,6,demo_export\real_train_2\cells\r1c6.png,5,1.0,6,1.9267378421469305e-19,1.0,0,0,0
real_train_2,1,7,demo_export\real_train_2\cells\r1c7.png,0,1.0,1,9.611433937558495e-25,1.0,0,0,0
real_train_2,1,8,demo_export\real_train_2\cells\r1c8.png,0,1.0,1,8.954023883202855e-25,1.0,0,0,0
real_train_2,1,9,demo_export\real_train_2\cells\r1c9.png,7,1.0,2,3.113603667427578e-14,0.9999999999999689,0,0,0
real_train_2,2,1,demo_export\real_train_2\cells\r2c1.png,3,1.0,5,5.204906373106349e-21,1.0,0,0,0
real_train_2,2,2,demo_export\real_train_2\cells\r2c2.png,0,1.0,1,7.295944756650493e-25,1.0,0,0,0
real_train_2,2,3,demo_export\real_train_2\cells\r2c3.png,8,1.0,6,8.960926445311657e-10,0.9999999991039074,0,0,0
real_train_2,2,4,demo_export\real_train_2\cells\r2c4.png,9,1.0,3,1.6930243827966568e-14,0.9999999999999831,0,0,0
real_train_2,2,5,demo_export\real_train_2\cells\r2c5.png,0,1.0,1,1.0031206546749225e-24,1.0,0,0,0
real_train_2,2,6,demo_export\real_train_2\cells\r2c6.png,7,1.0,2,5.425561648266271e-20,1.0,0,0,0
real_train_2,2,7,demo_export\real_train_2\cells\r2c7.png,1,1.0,7,2.736251709153231e-13,0.9999999999997263,0,0,0
real_train_2,2,8,demo_export\real_train_2\cells\r2c8.png,0,1.0,1,1.0924844943477824e-24,1.0,0,0,0
real_train_2,2,9,demo_export\real_train_2\cells\r2c9.png,5,1.0,6,1.8643834166090348e-19,1.0,0,0,0
real_train_2,3,1,demo_export\real_train_2\cells\r3c1.png,0,1.0,1,1.0074195521779245e-24,1.0,0,0,0
real_train_2,3,2,demo_export\real_train_2\cells\r3c2.png,0,1.0,1,1.2444716625511596e-24,1.0,0,0,0
real_train_2,3,3,demo_export\real_train_2\cells\r3c3.png,0,1.0,1,1.4024032921058297e-24,1.0,0,0,0
