board,r,c,path,pred,prob,top2,prob2,margin,low_conf,low_by_prob,low_by_margin
predict_7,1,1,demo_export\predict_7\cells\r1c1.png,3,1.0,5,1.320080478973243e-19,1.0,0,0,0
predict_7,1,2,demo_export\predict_7\cells\r1c2.png,4,1.0,9,5.039849138090384e-19,1.0,0,0,0
predict_7,1,3,demo_export\predict_7\cells\r1c3.png,2,1.0,7,1.453814796970235e-23,1.0,0,0,0
predict_7,1,4,demo_export\predict_7\cells\r1c4.png,8,1.0,3,3.5403520115551146e-09,0.999999996459648,0,0,0
predict_7,1,5,demo_export\predict_7\cells\r1c5.png,6,1.0,5,9.696775581926817e-15,0.9999999999999903,0,0,0
predict_7,1,6,demo_export\predict_7\cells\r1c6.png,7,1.0,2,1.220201517798859e-16,0.9999999999999999,0,0,0
predict_7,1,7,demo_export\predict_7\cells\r1c7.png,1,1.0,7,6.801303142504661e-15,0.9999999999999932,0,0,0
predict_7,1,8,demo_export\predict_7\cells\r1c8.png,5,1.0,6,1.7526960685854471e-19,1.0,0,0,0
predict_7,1,9,demo_export\predict_7\cells\r1c9.png,9,1.0,3,2.699474944658142e-15,0.9999999999999973,0,0,0
predict_7,2,1,demo_export\predict_7\cells\r2c1.png,9,1.0,8,5.570020356407412e-13,0.999999999999443,0,0,0
predict_7,2,2,demo_export\predict_7\cells\r2c2.png,1,1.0,7,3.6756703236662247e-10,0.9999999996324329,0,0,0
predict_7,2,3,demo_export\predict_7\cells\r2c3.png,6,1.0,5,1.4682397956938473e-14,0.9999999999999853,0,0,0
predict_7,2,4,demo_export\predict_7\cells\r2c4.png,4,1.0,9,1.2653879409140617e-14,0.9999999999999873,0,0,0
predict_7,2,5,demo_export\predict_7\cells\r2c5.png,3,1.0,8,3.061607929078605e-19,1.0,0,0,0
predict_7,2,6,demo_export\predict_7\cells\r2c6.png,5,1.0,6,1.2983690321878918e-14,0.999999999999987,0,0,0
predict_7,2,7,demo_export\predict_7\cells\r2c7.png,8,1.0,3,1.9437824683166127e-09,0.9999999980562175,0,0,0
predict_7,2,8,demo_export\predict_7\cells\r2c8.png,2,1.0,7,3.1524538380532596e-24,1.0,0,0,0
predict_7,2,9,demo_export\predict_7\cells\r2c9.png,7,1.0,2,2.786206883292246e-15,0.9999999999999972,0,0,0
predict_7,3,1,demo_export\predict_7\cells\r3c1.png,7,1.0,2,1.7375861826407306e-17,1.0,0,0,0
predict_7,3,2,demo_export\predict_7\cells\r3c2.png,8,1.0,3,1.0109901804611354e-09,0.9999999989890098,0,0,0
predict_7,3,3,demo_export\predict_7\cells\r3c3.png,5,1.0,6,7.341505869093938e-18,1.0,0,0,0
predict_7,3,4,demo_export\predict_7\cells\r3c4.png,1,1.0,7,5.285211363950161e-16,0.9999999999999994,0,0,0
predict_7,3,5,demo_export\predict_7\cells\r3c5.png,9,1.0,3,6.496387798635584e-15,0.9999999999999934,0,0,0
predict_7,3,6,demo_export\predict_7\cells\r3c6.png,2,1.0,9,9.647047208275104e-21,1.0,0,0,0
predict_7,3,7,demo_export\predict_7\cells\r3c7.png,4,1.0,9,8.881257911608322e-18,1.0,0,0,0
predict_7,3,8,demo_export\predict_7\cells\r3c8.png,3,1.0,8,2.478019100400728e-22,1.0,0,0,0
predict_7,3,9,demo_export\predict_7\cells\r3c9.png,6,1.0,5,8.826661325673016e-14,0.9999999999999117,0,0,0
predict_7,4,1,demo_export\predict_7\cells\r4c1.png,2,1.0,7,9.33440176486298e-24,1.0,0,0,0
predict_7,4,2,demo_export\predict_7\cells\r4c2.png,3,1.0,8,1.1895252017618383e-21,1.0,0,0,0
predict_7,4,3,demo_export\predict_7\cells\r4c3.png,1,1.0,7,6.084152279206556e-14,0.9999999999999392,0,0,0
predict_7,4,4,demo_export\predict_7\cells\r4c4.png,9,1.0,8,1.2458081788402353e-10,0.9999999998754192,0,0,0
predict_7,4,5,demo_export\predict_7\cells\r4c5.png,7,1.0,2,1.5669065622271514e-17,1.0,0,0,0
predict_7,4,6,demo_export\predict_7\cells\r4c6.png,8,1.0,3,4.309115286815768e-09,0.9999999956908847,0,0,0
predict_7,4,7,demo_export\predict_7\cells\r4c7.png,6,1.0,5,5.17394151610881e-15,0.9999999999999948,0,0,0
predict_7,4,8,demo_export\predict_7\cells\r4c8.png,4,1.0,9,1.070009304137743e-18,1.0,0,0,0
predict_7,4,9,demo_export\predict_7\cells\r4c9.png,5,1.0,6,5.153936990100995e-19,1.0,0,0,0
predict_7,5,1,demo_export\predict_7\cells\r5c1.png,5,1.0,6,1.3933644005857713e-17,1.0,0,0,0
