board,r,c,path,pred,prob,top2,prob2,margin,low_conf,low_by_prob,low_by_margin
predict_14,1,1,demo_export\predict_14\cells\r1c1.png,0,1.0,1,1.9991611194066272e-27,1.0,0,0,0
predict_14,1,2,demo_export\predict_14\cells\r1c2.png,2,1.0,7,5.841240577168783e-13,0.9999999999994159,0,0,0
predict_14,1,3,demo_export\predict_14\cells\r1c3.png,0,1.0,1,5.829023036356308e-27,1.0,0,0,0
predict_14,1,4,demo_export\predict_14\cells\r1c4.png,0,1.0,1,5.329499979284435e-27,1.0,0,0,0
predict_14,1,5,demo_export\predict_14\cells\r1c5.png,2,0.9560219645500183,3,0.043194204568862915,0.9128277599811554,0,0,0
predict_14,1,6,demo_export\predict_14\cells\r1c6.png,0,1.0,1,6.571746749015568e-27,1.0,0,0,0
predict_14,1,7,demo_export\predict_14\cells\r1c7.png,0,1.0,1,5.3184721044228735e-27,1.0,0,0,0
predict_14,1,8,demo_export\predict_14\cells\r1c8.png,4,0.9999901056289673,1,9.511856660537887e-06,0.9999805937723067,0,0,0
predict_14,1,9,demo_export\predict_14\cells\r1c9.png,0,1.0,1,5.870014144106657e-27,1.0,0,0,0
predict_14,2,1,demo_export\predict_14\cells\r2c1.png,6,1.0,5,1.8263675016783054e-08,0.999999981736325,0,0,0
predict_14,2,2,demo_export\predict_14\cells\r2c2.png,0,1.0,1,5.7925154935164924e-27,1.0,0,0,0
predict_14,2,3,demo_export\predict_14\cells\r2c3.png,0,1.0,1,5.872656905176345e-27,1.0,0,0,0
predict_14,2,4,demo_export\predict_14\cells\r2c4.png,0,1.0,1,5.1132615725464914e-27,1.0,0,0,0
predict_14,2,5,demo_export\predict_14\cells\r2c5.png,0,1.0,1,6.163208089190448e-27,1.0,0,0,0
predict_14,2,6,demo_export\predict_14\cells\r2c6.png,0,1.0,1,5.9508192312253456e-27,1.0,0,0,0
predict_14,2,7,demo_export\predict_14\cells\r2c7.png,0,1.0,1,4.9008022255454246e-27,1.0,0,0,0
predict_14,2,8,demo_export\predict_14\cells\r2c8.png,0,1.0,1,6.1767177173783465e-27,1.0,0,0,0
predict_14,2,9,demo_export\predict_14\cells\r2c9.png,2,0.8292556405067444,3,0.17045144736766815,0.6588041931390762,1,1,0
predict_14,3,1,demo_export\predict_14\cells\r3c1.png,0,1.0,1,2.0192728354438854e-27,1.0,0,0,0
predict_14,3,2,demo_export\predict_14\cells\r3c2.png,0,1.0,1,5.9074834963606995e-27,1.0,0,0,0
predict_14,3,3,demo_export\predict_14\cells\r3c3.png,4,1.0,1,7.652537270530502e-09,0.9999999923474627,0,0,0
predict_14,3,4,demo_export\predict_14\cells\r3c4.png,0,1.0,1,5.127774610235416e-27,1.0,0,0,0
predict_14,3,5,demo_export\predict_14\cells\r3c5.png,0,1.0,1,6.163208089190448e-27,1.0,0,0,0
predict_14,3,6,demo_export\predict_14\cells\r3c6.png,0,1.0,1,6.372325947738003e-27,1.0,0,0,0
predict_14,3,7,demo_export\predict_14\cells\r3c7.png,5,1.0,6,5.269651026651445e-08,0.9999999473034897,0,0,0
predict_14,3,8,demo_export\predict_14\cells\r3c8.png,0,1.0,1,6.163208089190448e-27,1.0,0,0,0
predict_14,3,9,demo_export\predict_14\cells\r3c9.png,0,1.0,1,5.9709659991875916e-27,1.0,0,0,0
predict_14,4,1,demo_export\predict_14\cells\r4c1.png,0,1.0,1,2.0246565800104255e-27,1.0,0,0,0
predict_14,4,2,demo_export\predict_14\cells\r4c2.png,0,1.0,1,5.9963023779779834e-27,1.0,0,0,0
predict_14,4,3,demo_export\predict_14\cells\r4c3.png,0,1.0,1,6.142670357449491e-27,1.0,0,0,0
predict_14,4,4,demo_export\predict_14\cells\r4c4.png,8,0.9999995231628418,6,4.6429926214841544e-07,0.9999990588635796,0,0,0
predict_14,4,5,demo_export\predict_14\cells\r4c5.png,0,1.0,1,6.1389926016276894e-27,1.0,0,0,0
