board,r,c,path,pred,prob,top2,prob2,margin,low_conf,low_by_prob,low_by_margin
predict_30,1,1,demo_export\predict_30\cells\r1c1.png,5,1.0,9,2.710119184189813e-14,0.9999999999999729,0,0,0
predict_30,1,2,demo_export\predict_30\cells\r1c2.png,0,1.0,2,3.271460031568128e-18,1.0,0,0,0
predict_30,1,3,demo_export\predict_30\cells\r1c3.png,0,1.0,7,1.553544038457786e-18,1.0,0,0,0
predict_30,1,4,demo_export\predict_30\cells\r1c4.png,0,1.0,7,2.7181829597679603e-19,1.0,0,0,0
predict_30,1,5,demo_export\predict_30\cells\r1c5.png,4,1.0,9,1.6166647863003022e-31,1.0,0,0,0
predict_30,1,6,demo_export\predict_30\cells\r1c6.png,7,1.0,2,2.3779607303915444e-19,1.0,0,0,0
predict_30,1,7,demo_export\predict_30\cells\r1c7.png,0,1.0,7,1.1054303131696607e-23,1.0,0,0,0
predict_30,1,8,demo_export\predict_30\cells\r1c8.png,0,1.0,7,3.3209513226610402e-25,1.0,0,0,0
predict_30,1,9,demo_export\predict_30\cells\r1c9.png,6,1.0,5,8.392295376431075e-14,0.9999999999999161,0,0,0
predict_30,2,1,demo_export\predict_30\cells\r2c1.png,4,1.0,9,1.5835718226480998e-29,1.0,0,0,0
predict_30,2,2,demo_export\predict_30\cells\r2c2.png,8,1.0,3,3.833871154573787e-13,0.9999999999996166,0,0,0
predict_30,2,3,demo_export\predict_30\cells\r2c3.png,6,1.0,5,7.804098698978153e-23,1.0,0,0,0
predict_30,2,4,demo_export\predict_30\cells\r2c4.png,2,1.0,7,4.5490352047376537e-41,1.0,0,0,0
predict_30,2,5,demo_export\predict_30\cells\r2c5.png,9,1.0,8,5.322087074928488e-26,1.0,0,0,0
predict_30,2,6,demo_export\predict_30\cells\r2c6.png,5,1.0,6,1.7180752647716056e-26,1.0,0,0,0
predict_30,2,7,demo_export\predict_30\cells\r2c7.png,7,1.0,2,6.297758004304438e-32,1.0,0,0,0
