board,r,c,path,pred,prob,top2,prob2,margin,low_conf,low_by_prob,low_by_margin
real_train_6,1,1,demo_export\real_train_6\cells\r1c1.png,0,1.0,1,1.2745868614814696e-23,1.0,0,0,0
real_train_6,1,2,demo_export\real_train_6\cells\r1c2.png,0,1.0,1,3.2839534010795288e-24,1.0,0,0,0
real_train_6,1,3,demo_export\real_train_6\cells\r1c3.png,7,1.0,2,7.978851577198592e-36,1.0,0,0,0
real_train_6,1,4,demo_export\real_train_6\cells\r1c4.png,3,1.0,8,7.273318949480094e-34,1.0,0,0,0
real_train_6,1,5,demo_export\real_train_6\cells\r1c5.png,0,1.0,1,4.230132497893788e-24,1.0,0,0,0
real_train_6,1,6,demo_export\real_train_6\cells\r1c6.png,0,1.0,1,8.057968811091112e-24,1.0,0,0,0
real_train_6,1,7,demo_export\real_train_6\cells\r1c7.png,0,1.0,1,1.958158501682633e-23,1.0,0,0,0
real_train_6,1,8,demo_export\real_train_6\cells\r1c8.png,0,1.0,1,4.578541988585058e-24,1.0,0,0,0
real_train_6,1,9,demo_export\real_train_6\cells\r1c9.png,1,1.0,7,1.5906696571887335e-34,1.0,0,0,0
real_train_6,2,1,demo_export\real_train_6\cells\r2c1.png,0,1.0,1,2.5386410099286093e-23,1.0,0,0,0
real_train_6,2,2,demo_export\real_train_6\cells\r2c2.png,5,1.0,9,4.7658802005864304e-36,1.0,0,0,0
real_train_6,2,3,demo_export\real_train_6\cells\r2c3.png,0,1.0,1,4.72016973677346e-24,1.0,0,0,0
real_train_6,2,4,demo_export\real_train_6\cells\r2c4.png,0,1.0,1,9.881457869972026e-24,1.0,0,0,0
real_train_6,2,5,demo_export\real_train_6\cells\r2c5.png,0,1.0,1,4.5441421310910855e-24,1.0,0,0,0
real_train_6,2,6,demo_export\real_train_6\cells\r2c6.png,0,1.0,1,5.403965413471706e-24,1.0,0,0,0
real_train_6,2,7,demo_export\real_train_6\cells\r2c7.png,0,1.0,1,4.249070681645429e-24,1.0,0,0,0
real_train_6,2,8,demo_export\real_train_6\cells\r2c8.png,4,1.0,9,6.413758909250451e-35,1.0,0,0,0
real_train_6,2,9,demo_export\real_train_6\cells\r2c9.png,2,1.0,7,6.497820979074177e-41,1.0,0,0,0
real_train_6,3,1,demo_export\real_train_6\cells\r3c1.png,0,1.0,1,2.2546433532121738e-23,1.0,0,0,0
real_train_6,3,2,demo_export\real_train_6\cells\r3c2.png,0,1.0,1,4.316033139585115e-24,1.0,0,0,0
real_train_6,3,3,demo_export\real_train_6\cells\r3c3.png,0,1.0,1,3.5726204832661484e-24,1.0,0,0,0
real_train_6,3,4,demo_export\real_train_6\cells\r3c4.png,0,1.0,1,1.0220283883956218e-23,1.0,0,0,0
real_train_6,3,5,demo_export\real_train_6\cells\r3c5.png,0,1.0,1,2.1710493408077137e-24,1.0,0,0,0
real_train_6,3,6,demo_export\real_train_6\cells\r3c6.png,9,1.0,8,9.568393112642513e-29,1.0,0,0,0
real_train_6,3,7,demo_export\real_train_6\cells\r3c7.png,0,1.0,1,8.887907281368792e-24,1.0,0,0,0
