board,r,c,path,pred,prob,top2,prob2,margin,low_conf,low_by_prob,low_by_margin
predict_12,1,1,demo_export\predict_12\cells\r1c1.png,8,1.0,3,2.9389706224236534e-09,0.9999999970610294,0,0,0
predict_12,1,2,demo_export\predict_12\cells\r1c2.png,2,1.0,7,1.9725154546132933e-23,1.0,0,0,0
predict_12,1,3,demo_export\predict_12\cells\r1c3.png,6,1.0,5,2.539329684025926e-11,0.9999999999746068,0,0,0
predict_12,1,4,demo_export\predict_12\cells\r1c4.png,9,1.0,3,2.8906392694251232e-15,0.9999999999999971,0,0,0
predict_12,1,5,demo_export\predict_12\cells\r1c5.png,3,1.0,5,2.2181502438398664e-21,1.0,0,0,0
predict_12,1,6,demo_export\predict_12\cells\r1c6.png,5,1.0,6,1.2786809164955765e-18,1.0,0,0,0
predict_12,1,7,demo_export\predict_12\cells\r1c7.png,1,1.0,7,1.1248499283715227e-14,0.9999999999999888,0,0,0
predict_12,1,8,demo_export\predict_12\cells\r1c8.png,4,1.0,9,5.8689887211290905e-18,1.0,0,0,0
predict_12,1,9,demo_export\predict_12\cells\r1c9.png,7,1.0,2,1.556386148324457e-17,1.0,0,0,0
predict_12,2,1,demo_export\predict_12\cells\r2c1.png,7,1.0,2,1.56472788099025e-15,0.9999999999999984,0,0,0
predict_12,2,2,demo_export\predict_12\cells\r2c2.png,4,1.0,9,1.6775211448841979e-18,1.0,0,0,0
predict_12,2,3,demo_export\predict_12\cells\r2c3.png,3,1.0,8,8.419904542401771e-18,1.0,0,0,0
predict_12,2,4,demo_export\predict_12\cells\r2c4.png,2,1.0,7,1.099906294959328e-25,1.0,0,0,0
predict_12,2,5,demo_export\predict_12\cells\r2c5.png,1,1.0,7,2.690837326178516e-16,0.9999999999999998,0,0,0
predict_12,2,6,demo_export\predict_12\cells\r2c6.png,8,1.0,3,4.528133701331427e-10,0.9999999995471867,0,0,0
predict_12,2,7,demo_export\predict_12\cells\r2c7.png,5,1.0,6,2.3386503573074877e-17,1.0,0,0,0
predict_12,2,8,demo_export\predict_12\cells\r2c8.png,6,1.0,5,3.224616313714495e-16,0.9999999999999997,0,0,0
predict_12,2,9,demo_export\predict_12\cells\r2c9.png,9,1.0,3,1.7271474438899752e-14,0.9999999999999827,0,0,0
predict_12,3,1,demo_export\predict_12\cells\r3c1.png,1,1.0,7,8.449643339784277e-16,0.9999999999999991,0,0,0
predict_12,3,2,demo_export\predict_12\cells\r3c2.png,5,1.0,6,3.729456882794698e-20,1.0,0,0,0
predict_12,3,3,demo_export\predict_12\cells\r3c3.png,9,1.0,8,3.653027045354834e-13,0.9999999999996347,0,0,0
predict_12,3,4,demo_export\predict_12\cells\r3c4.png,7,1.0,2,3.248890954493823e-16,0.9999999999999997,0,0,0
predict_12,3,5,demo_export\predict_12\cells\r3c5.png,4,1.0,9,3.4938828598651657e-17,1.0,0,0,0
predict_12,3,6,demo_export\predict_12\cells\r3c6.png,6,1.0,5,1.5890998776189533e-14,0.9999999999999841,0,0,0
predict_12,3,7,demo_export\predict_12\cells\r3c7.png,3,1.0,5,8.49729463154963e-22,1.0,0,0,0
predict_12,3,8,demo_export\predict_12\cells\r3c8.png,8,1.0,3,2.8522395556507263e-09,0.9999999971477604,0,0,0
predict_12,3,9,demo_export\predict_12\cells\r3c9.png,2,1.0,7,3.6302917867679475e-25,1.0,0,0,0
predict_12,4,1,demo_export\predict_12\cells\r4c1.png,2,1.0,9,3.549957681744319e-18,1.0,0,0,0
predict_12,4,2,demo_export\predict_12\cells\r4c2.png,3,1.0,8,2.0831949998876296e-21,1.0,0,0,0
predict_12,4,3,demo_export\predict_12\cells\r4c3.png,7,1.0,2,3.825820953443082e-13,0.9999999999996174,0,0,0
predict_12,4,4,demo_export\predict_12\cells\r4c4.png,6,1.0,5,3.0478202427131063e-13,0.9999999999996952,0,0,0
predict_12,4,5,demo_export\predict_12\cells\r4c5.png,5,1.0,6,6.482020544898265e-18,1.0,0,0,0
predict_12,4,6,demo_export\predict_12\cells\r4c6.png,1,1.0,7,9.021366756379288e-16,0.9999999999999991,0,0,0
predict_12,4,7,demo_export\predict_12\cells\r4c7.png,8,1.0,3,1.9264829731469035e-09,0.999999998073517,0,0,0
predict_12,4,8,demo_export\predict_12\cells\r4c8.png,9,1.0,8,1.603908046416032e-14,0.999999999999984,0,0,0
predict_12,4,9,demo_export\predict_12\cells\r4c9.png,4,1.0,9,2.914652944647358e-17,1.0,0,0,0
predict_12,5,1,demo_export\predict_12\cells\r5c1.png,4,1.0,9,1.3952229649394354e-10,0.9999999998604777,0,0,0
predict_12,5,2,demo_export\predict_12\cells\r5c2.png,9,1.0,3,9.312531155624402e-16,0.9999999999999991,0,0,0
predict_12,5,3,demo_export\predict_12\cells\r5c3.png,8,0.9999998807907104,3,8.282169261519812e-08,0.9999997979690178,0,0,0
predict_12,5,4,demo_export\predict_12\cells\r5c4.png,3,1.0,8,1.3356965180272504e-20,1.0,0,0,0
predict_12,5,5,demo_export\predict_12\cells\r5c5.png,7,1.0,2,1.8457730935975105e-18,1.0,0,0,0
predict_12,5,6,demo_export\predict_12\cells\r5c6.png,2,1.0,7,1.5304051444859621e-24,1.0,0,0,0
predict_12,5,7,demo_export\predict_12\cells\r5c7.png,6,1.0,5,1.435328161121692e-14,0.9999999999999857,0,0,0
predict_12,5,8,demo_export\predict_12\cells\r5c8.png,1,1.0,7,1.2955186816170864e-15,0.9999999999999987,0,0,0
predict_12,5,9,demo_export\predict_12\cells\r5c9.png,5,1.0,6,1.3659647045394423e-19,1.0,0,0,0
predict_12,6,1,demo_export\predict_12\cells\r6c1.png,6,1.0,8,3.073519520488399e-12,0.9999999999969265,0,0,0
predict_12,6,2,demo_export\predict_12\cells\r6c2.png,1,1.0,7,8.381621406042955e-15,0.9999999999999917,0,0,0
predict_12,6,3,demo_export\predict_12\cells\r6c3.png,5,1.0,6,1.4905940793740607e-13,0.9999999999998509,0,0,0
predict_12,6,4,demo_export\predict_12\cells\r6c4.png,8,1.0,3,1.608107813577675e-10,0.9999999998391892,0,0,0
predict_12,6,5,demo_export\predict_12\cells\r6c5.png,9,1.0,8,9.723115596080995e-14,0.9999999999999027,0,0,0
predict_12,6,6,demo_export\predict_12\cells\r6c6.png,4,1.0,9,4.242156199157698e-16,0.9999999999999996,0,0,0
predict_12,6,7,demo_export\predict_12\cells\r6c7.png,7,1.0,2,7.406630129592483e-17,0.9999999999999999,0,0,0
predict_12,6,8,demo_export\predict_12\cells\r6c8.png,2,1.0,9,1.2415081093454705e-24,1.0,0,0,0
predict_12,6,9,demo_export\predict_12\cells\r6c9.png,3,1.0,8,2.664995795680426e-21,1.0,0,0,0
predict_12,7,1,demo_export\predict_12\cells\r7c1.png,3,1.0,8,6.153331831701067e-15,0.9999999999999939,0,0,0
predict_12,7,2,demo_export\predict_12\cells\r7c2.png,8,1.0,3,5.16579001796913e-10,0.999999999483421,0,0,0
predict_12,7,3,demo_export\predict_12\cells\r7c3.png,1,1.0,7,1.6463897953289397e-11,0.9999999999835361,0,0,0
