board,r,c,path,pred,prob,top2,prob2,margin,low_conf,low_by_prob,low_by_margin
real_train_15,1,1,demo_export\real_train_15\cells\r1c1.png,0,1.0,7,1.2125697615320095e-14,0.9999999999999879,0,0,0
real_train_15,1,2,demo_export\real_train_15\cells\r1c2.png,1,1.0,7,1.0545679555690165e-30,1.0,0,0,0
real_train_15,1,3,demo_export\real_train_15\cells\r1c3.png,3,1.0,9,2.5820193577651304e-27,1.0,0,0,0
real_train_15,1,4,demo_export\real_train_15\cells\r1c4.png,0,1.0,2,3.319041429092036e-16,0.9999999999999997,0,0,0
real_train_15,1,5,demo_export\real_train_15\cells\r1c5.png,4,1.0,9,1.7553661988756e-26,1.0,0,0,0
real_train_15,1,6,demo_export\real_train_15\cells\r1c6.png,0,1.0,5,4.6872300318693844e-15,0.9999999999999953,0,0,0
real_train_15,1,7,demo_export\real_train_15\cells\r1c7.png,5,1.0,6,1.523073924428228e-30,1.0,0,0,0
real_train_15,1,8,demo_export\real_train_15\cells\r1c8.png,0,1.0,2,1.0339768906569177e-16,0.9999999999999999,0,0,0
real_train_15,1,9,demo_export\real_train_15\cells\r1c9.png,0,1.0,7,2.6859366053039397e-15,0.9999999999999973,0,0,0
real_train_15,2,1,demo_export\real_train_15\cells\r2c1.png,4,1.0,9,3.223299661014122e-24,1.0,0,0,0
real_train_15,2,2,demo_export\real_train_15\cells\r2c2.png,5,1.0,6,9.901275057202156e-30,1.0,0,0,0
real_train_15,2,3,demo_export\real_train_15\cells\r2c3.png,6,1.0,5,6.152494432926407e-20,1.0,0,0,0
real_train_15,2,4,demo_export\real_train_15\cells\r2c4.png,0,1.0,5,3.811926936483998e-15,0.9999999999999962,0,0,0
real_train_15,2,5,demo_export\real_train_15\cells\r2c5.png,0,1.0,5,1.3999951642851977e-13,0.99999999999986,0,0,0
real_train_15,2,6,demo_export\real_train_15\cells\r2c6.png,0,1.0,7,5.804115923536762e-16,0.9999999999999994,0,0,0
